ward_code,ward,lga,state,worldpop_total,meta_total,meta_u5,grid3_v3_total,worldpop_u5
IMSWER03,Azuzi 1,Owerri Municipal,Imo,25054.9,23532.2,2361.4,26952.6,2864.5
ABSEZA09,Osusu 1,Aba North,Abia,3559.9,4526.9,535.2,5660.5,615.9
ANSAJL07,Nanka 1,Orumba North,Anambra,27915.9,9316.9,1017.3,37310.6,2964.0
ABSKPU14,Ngwaukwu 1 / Abayi / Amaorji,Isiala-Ngwa North,Abia,18549.3,10382.4,1197.3,17449.5,2069.9
IMSNGB05,Mgbidi 1 and 2,Oru West,Imo,27636.5,26234.2,3115.7,37248.8,3182.9
IMSAFR08,Ogbe 1,Ahiazu-Mbaise,Imo,22982.7,35510.9,4268.4,27188.4,2719.5
IMSNSA05,Atta 1,Njaba,Imo,16304.1,13701.3,1495.3,26086.2,1727.4
ANSUKP13,Ukpor 1,Nnewi South,Anambra,42855.9,37297.6,4160.9,46291.5,4662.7
ANSJJT04,Awka Etity 1,Idemili South,Anambra,15468.5,19859.1,2240.7,21274.6,1710.0
ANSGDD10,Ogidi 1,Idemili North,Anambra,36058.3,66507.4,7582.4,50461.7,4433.5
ANSNNE08,Uruagu 1,Nnewi North,Anambra,46362.4,49676.5,6259.7,72481.0,6290.7
ANSNNE01,Nnewichi 1,Nnewi North,Anambra,33778.5,33568.5,3746.6,43771.6,3735.9
OYSOGN05,Jagun,Ogbomosho North,Oyo,913.3,541.3,60.0,1406.0,109.9
ANSJJT09,Oba 1,Idemili South,Anambra,22505.2,29548.6,3290.6,26667.5,2520.2
ENSUWN04,Achara 1,Enugu South,Enugu,24001.2,43162.1,5221.0,26676.3,3882.4
LASIKA06,G R A,Ikeja,Lagos,31761.3,120568.0,14338.0,40783.8,13871.8
ABSEZA11,St Eugene,Aba North,Abia,2399.9,3112.1,360.3,3121.1,406.3
OSSILA02,Eyindi,Ila,Osun,2348.8,2216.2,278.3,5442.3,286.4
12406,Hausari,Maiduguri,Borno,4634.9,7058.5,1293.6,10963.5,1751.1
12404,Fezzan,Maiduguri,Borno,1010.2,1091.4,200.1,2464.0,382.4
OSSBOLUW07,Oke Ode,Boluwaduro,Osun,1447.2,2780.3,351.5,2610.0,272.6
OYSOSO04,Agoro,Olorunsogo,Oyo,3341.3,4994.7,604.4,3217.5,504.2
EBSAFK33,Ohaisu B,Afikpo North,Ebonyi,12778.0,28184.0,3185.3,14348.7,2175.0
OYSONA09,Olorunsogo,Ona Ara,Oyo,12154.7,29643.2,4174.5,14949.8,3515.8
OYSSWT01,Adabo,Saki West,Oyo,10847.9,11168.8,1470.1,14255.8,1699.8
OYSOGN01,Aaje / Ogunbado,Ogbomosho North,Oyo,19303.8,16995.5,1882.6,41028.6,2151.0
OYSOET03,Alaodi,Oyo East,Oyo,5673.5,5730.8,728.4,9841.3,851.4
OYSOET07,Balogun,Oyo East,Oyo,10100.1,15000.1,1882.9,10420.1,1984.9
12415,Shehuri South,Maiduguri,Borno,2688.0,5022.5,921.7,4093.4,1579.8
12409,Gwange 3,Maiduguri,Borno,20152.6,47411.6,8701.0,29891.3,11191.7
OYSODS01,Akata,Ogbomosho South,Oyo,3540.1,2589.1,292.2,6167.1,415.8
OYSOWT02,Akeetan,Oyo West,Oyo,13932.1,10470.5,1342.3,27131.4,1733.0
LASIKA16,Orile Ikeja,Ikeja,Lagos,4918.0,8770.6,918.8,7990.9,1016.2
GMSGME04,Bolari West,Gombe,Gombe,12168.8,9285.6,1822.2,23436.3,2356.0
OSSIRE10,Sango,Irewole,Osun,41653.9,81408.2,9940.2,61688.6,5396.1
OYSODS08,Isoko,Ogbomosho South,Oyo,883.5,676.6,75.0,1901.5,110.9
GMSGME06,Herwa Gana,Gombe,Gombe,2656.3,2116.7,415.4,5996.0,511.8
OSSICL11,Moreojaja,Ife Central,Osun,4381.8,4914.1,583.6,14703.9,503.2
KN2105,Kan Karofi,Kano Municipal,Kano,6208.0,24805.7,4503.9,9077.3,5383.3
KN3801,Babban Giji,Tarauni,Kano,14410.9,25612.2,4258.5,21540.5,6208.6
KN2109,Tudun Nufawa,Kano Municipal,Kano,2368.0,17273.7,3187.7,4363.9,2988.8
10506,Gur,Biu,Borno,15247.7,12958.4,2467.5,15311.3,2861.7
OGSOGU03,Idowa,Odogbolu,Ogun,9119.7,10281.2,1269.8,15460.3,1088.4
71507,Lantewa,Tarmuwa,Yobe,14267.1,5323.9,955.4,15495.1,2525.5
EKSEKW03,Ifakin,Ekiti South-West,Ekiti,25906.3,45248.1,5241.3,19048.5,5148.0
10605,Korongillum,Chibok,Borno,10427.3,8719.0,1732.8,7043.9,2038.8
10508,Miringa,Biu,Borno,24820.8,25821.9,4916.8,28510.9,5070.2
62007,Lamba Tureta,Tureta,Sokoto,16049.7,23389.1,4909.5,11633.1,3258.8
60705,Gigane,Gwadabawa,Sokoto,30184.6,25941.7,5381.8,24006.3,6253.4
62005,Kuruwa,Tureta,Sokoto,4619.4,3891.2,800.2,2219.5,942.3
61305,Lajinge,Sabon Birni,Sokoto,19606.7,26871.0,5557.2,22506.1,4000.9
61908,Salewa,Tangaza,Sokoto,10598.4,9081.2,1857.6,10425.4,2137.9
OSSBOE02,Araromi,Boripe,Osun,11634.0,13285.3,1629.2,29624.5,1381.6
OSSIEW06,Ilaje,Ilesha West,Osun,32875.6,37352.1,4382.1,54783.0,3861.6
OYSEGA08,Olubadan,Egbeda,Oyo,27416.0,97978.3,12993.9,34512.9,12339.2
BNSMKD11,Wailomayo,Makurdi,Benue,23040.7,32315.8,4878.0,38591.1,3395.9
BA0213,Dan Kade,Bauchi,Bauchi,8037.5,6663.0,1270.3,14602.2,1601.1
EBSAKL15,Izzi Unuhu,Abakaliki,Ebonyi,11922.7,5692.3,906.1,16229.5,1851.6
BA0218,Makama B,Bauchi,Bauchi,15555.5,12581.3,2398.7,27069.7,3139.3
JI1304,Kasuwar Kofa,Hadejia,Jigawa,768.0,1974.6,398.7,1680.0,440.3
JI0911,Zango,Gumel,Jigawa,4829.6,9539.4,1914.8,7250.1,2361.2
BA1101,Jama'are A,Jama'Are,Bauchi,5102.2,8778.2,1749.3,6577.7,1497.7
BA0203,Makama A,Bauchi,Bauchi,15341.3,12100.0,2306.9,27244.5,3110.1
BA0201,Dan Amar A,Bauchi,Bauchi,7853.2,6817.7,1299.8,12591.4,1517.6
EBSUGB05,Echiaba,Ebonyi,Ebonyi,15667.3,30609.3,5567.0,33061.5,2786.0
KN2111,Yakasai,Kano Municipal,Kano,5101.4,31062.9,5699.4,7846.4,5245.6
NASLFA13,Zanwa,Lafia,Nasarawa,26024.5,21987.7,4135.1,41940.0,4921.2
NASDMA07,Madauchi,Doma,Nasarawa,15469.1,6077.4,1209.3,22712.2,3681.7
NASKEF02,Gangaren-Tudu,Keffi,Nasarawa,11124.1,8901.5,1526.3,18996.4,2078.2
NASKEF09,Tudun-Kofa,Keffi,Nasarawa,4841.8,4782.8,820.1,6228.9,842.6
NASNSW07,Nasarawa Central,Nasarawa,Nasarawa,17055.1,17355.1,3304.7,23521.8,3264.2
JI1301,Atafi,Hadejia,Jigawa,1344.0,2943.3,594.3,1675.9,730.4
KN0712,Yalwa,Dala,Kano,5184.0,37643.6,6946.7,8474.4,6282.6
KN3804,Gyadi Gyadi Arewa,Tarauni,Kano,2496.0,4137.9,673.6,4000.2,911.6
BA0215,Hardo,Bauchi,Bauchi,4509.3,3540.6,675.0,8098.7,907.3
KN3805,Gyadi Gyadi Kudu,Tarauni,Kano,3840.0,6271.5,1020.9,5966.9,1478.7
KN1810,Sani Mai Nagge,Gwale,Kano,13312.0,70753.4,12566.0,21693.3,13351.0
KN3808,Unguwa Uku Cikin Gari,Tarauni,Kano,6925.6,6316.5,1153.8,11487.5,1441.1
NASLFA08,Gayam,Lafia,Nasarawa,34617.6,29568.8,5560.9,41261.5,6749.7
KGSERE12,Oke Egbe 3,Yagba West,Kogi,2131.8,1205.8,212.9,2891.5,647.3
NASKEF07,Liman-Abaji,Keffi,Nasarawa,6635.4,5538.5,949.7,10291.9,1177.6
EBSAKL01,Abakpa,Abakaliki,Ebonyi,4319.6,1153.4,209.8,8868.8,768.1
KN0706,Gwammaja,Dala,Kano,9894.5,16260.5,3145.0,15847.1,4418.6
KN2108,She She,Kano Municipal,Kano,1536.0,11081.2,2044.9,2464.0,1824.7
KN1202,Fagge B,Fagge,Kano,2176.0,16187.3,2987.2,3615.1,2671.7
KN1204,Fagge D1,Fagge,Kano,832.0,6572.7,1212.9,1680.0,991.0
KN1804,Galadanchi,Gwale,Kano,2432.0,14261.3,2605.1,3584.0,2524.0
KN0711,Madigawa,Dala,Kano,2112.0,16404.6,3027.3,3808.0,2787.4
KN1201,Fagge A,Fagge,Kano,12874.6,36966.2,6557.5,14460.9,7267.1
KN2708,Kurun Sumau,Kura,Kano,6564.4,10490.0,1977.4,10372.2,2350.0
KN4211,Zango,Ungogo,Kano,31610.8,30641.9,6234.8,58444.7,7232.4
KN0708,Kantudu,Dala,Kano,1216.0,8799.8,1623.9,2016.0,1553.3
KN0704,Dogon Nama,Dala,Kano,3584.0,26725.3,4931.9,6339.7,3979.9
BNSMKD02,Ankpa / Wadata,Makurdi,Benue,24959.6,17088.8,2579.5,38386.8,4127.5
KN3803,Daurawa,Tarauni,Kano,7123.8,11498.1,1875.0,10589.2,1946.6
KN3107,Hotoro South,Nassarawa,Kano,19821.3,23961.7,4538.0,29696.7,5292.2
KN3104,Giginyu,Nassarawa,Kano,87066.9,133345.9,22076.2,112968.4,24392.8
KN2101,Chedi,Kano Municipal,Kano,1088.0,8419.6,1553.7,2016.0,1237.4
KN3102,Gama,Nassarawa,Kano,9496.7,9005.3,1832.3,16951.3,2219.4
JI0910,Kofar Yamma,Gumel,Jigawa,2880.0,5934.0,1191.1,4910.5,1255.3
KN1203,Fagge C,Fagge,Kano,6108.6,36541.5,6718.8,7673.5,6382.8
EBSUGB10,Kpiri-Kpiri,Ebonyi,Ebonyi,13242.0,17005.2,3092.8,29551.0,2354.8
JI1303,Gagulmari,Hadejia,Jigawa,2624.0,7158.1,1445.0,5001.1,1505.3
KN0707,Kabuwaya,Dala,Kano,2688.0,18088.5,3338.0,4056.3,3475.3
KN0701,Adakawa,Dala,Kano,1472.0,10883.3,2011.9,3024.0,1574.8
KGSKNE09,Otutu,Okene,Kogi,4567.8,6635.5,1311.7,6513.5,1562.9
FCTABJ02,Central Abaji,Abaji,Fct,1721.0,2810.6,516.1,2404.6,638.9
LASIKA14,Opebi,Ikeja,Lagos,18556.8,54332.2,6590.7,26487.8,7300.6
LASIKA03,Alade,Ikeja,Lagos,3639.1,6201.1,628.0,6400.9,661.6
KN1807,Gyaranya,Gwale,Kano,1408.0,10701.0,1974.7,2352.0,1649.9
JI1308,Rumfa,Hadejia,Jigawa,1088.0,2961.9,598.1,2268.1,584.0
KN1805,Goron Dutse,Gwale,Kano,6208.0,36185.4,6672.3,8907.8,5991.7
KN1207,Rijiyar Lemo,Fagge,Kano,7600.7,7259.0,1477.0,12567.7,1898.7
KN1809,Mandawari,Gwale,Kano,1856.0,14557.7,2686.5,3472.0,2163.8
KN2104,Jakara,Kano Municipal,Kano,1088.0,6952.9,1283.1,2128.0,1284.6
FCTABC12,Wuse,Municipal Area Council,Fct,146218.9,148783.5,22115.9,96528.5,28372.0
LASIKA04,Alausa,Ikeja,Lagos,19122.8,33660.2,3572.1,24031.7,3141.1
42101,Arewa 1,Katsina,Katsina,4863.8,5113.3,1008.8,8229.9,1411.3
KN0702,Bakin Ruwa,Dala,Kano,2240.0,16676.2,3077.4,3920.0,2469.2
KN2112,Zaitawa,Kano Municipal,Kano,4672.0,31179.6,5753.8,8032.0,5776.4
BNSMKD05,Clerk / Market,Makurdi,Benue,39355.2,29739.5,4489.1,59601.7,5950.5
KD1908,Muchiya,Sabon Gari,Kaduna,12249.4,12932.6,2231.4,20807.6,2935.0
KN1801,Dandago,Gwale,Kano,2752.0,20207.0,3729.0,4480.0,3208.2
42106,Kudu 1,Katsina,Katsina,10301.0,10702.7,2111.6,16349.1,2852.9
JI1306,Majema,Hadejia,Jigawa,1920.0,4750.3,959.2,2800.0,1122.2
PLSJJN04,Angwan Rogo / Rimi,Jos North,Plateau,19832.0,17443.6,2752.8,41124.4,3065.0
PLSBUU03,Dashonong,Jos South,Plateau,25148.4,24412.5,3852.6,44750.2,3908.7
PLSJJN20,Vandapuye,Jos North,Plateau,3535.6,3240.8,511.4,5880.1,550.6
PLSJJN18,Tafawa Balewa,Jos North,Plateau,3352.6,2602.1,410.6,5548.2,538.6
PLSJJN01,Abba Nashehu,Jos North,Plateau,3485.7,2469.6,389.7,6259.9,542.8
PLSBUU20,Zawan B,Jos South,Plateau,27857.3,26839.5,4235.7,41508.8,4313.4
PLSBUU07,Gyel A,Jos South,Plateau,20360.7,23555.6,3637.8,26172.7,3508.9
PLSJJN15,Naraguta B,Jos North,Plateau,28554.2,27785.8,4385.0,54352.4,4403.4
PLSJJN07,Ibrahim Katsina,Jos North,Plateau,3148.7,2313.5,365.1,5814.6,499.4
PLSJJN09,Jenta Apata,Jos North,Plateau,16647.5,12811.8,2021.9,30334.1,2664.0
PLSJJN17,Sarki Arab,Jos North,Plateau,2913.2,2006.0,316.6,4774.0,472.7
PLSTNK13,Pal,Mikang,Plateau,1479.8,1530.2,245.9,1834.0,232.2
PLSJJN08,Jenta Adamu,Jos North,Plateau,22071.3,26655.0,4206.5,40259.7,3401.2
PLSJJN03,Ali Kazaure,Jos North,Plateau,5460.2,4120.8,650.3,10580.7,853.8
PLSBUU09,Howlshe,Jos South,Plateau,10616.6,11993.3,1892.7,20684.0,1632.4
PLSJJN14,Naraguta A,Jos North,Plateau,6424.8,4494.5,709.3,11726.5,1050.5
PLSJJN06,Garba Daho,Jos North,Plateau,3624.9,2640.0,416.6,6412.2,577.8
PLSJJN05,Gangare,Jos North,Plateau,5293.8,5085.9,802.6,10000.2,822.8
KD1903,Chikaji,Sabon Gari,Kaduna,21506.9,24860.4,4289.5,25530.9,3957.3
KD1011,Sabon Gari West,Kaduna South,Kaduna,22275.3,16129.8,3249.5,42425.3,4445.4
KD0910,Unguwar Rimi,Kaduna North,Kaduna,50099.6,66090.2,10581.9,61715.1,11437.9
KD0908,Shaba,Kaduna North,Kaduna,8224.5,13798.8,2237.6,9794.8,2491.8
KD0912,Unguwar Shanu,Kaduna North,Kaduna,18285.0,30449.2,4947.5,25343.5,4450.1
KD0906,Maiburiji,Kaduna North,Kaduna,11167.9,19126.5,3104.2,13676.8,3414.2
KD0911,Unguwar Sarki,Kaduna North,Kaduna,44458.0,66338.1,10662.2,51290.4,8742.0
KD0909,Unguwan Dosa,Kaduna North,Kaduna,17958.4,25040.7,3997.7,27362.9,4519.7
ENSUWN09,Uwani West,Enugu South,Enugu,6794.9,8834.0,986.7,9557.4,875.1
LASSUE20,Ramoni,Surulere,Lagos,4096.0,13289.1,1472.0,6544.2,1748.0
KD1910,Unguwar Gabas,Sabon Gari,Kaduna,6055.3,6404.9,1105.1,9801.8,1416.1
KD0207,Narayi,Chikun,Kaduna,49255.3,67997.9,11004.9,69232.9,12031.1
KD1009,Tudun Wada North,Kaduna South,Kaduna,3327.5,4799.9,799.0,5879.9,1236.7
KD1013,Unguwan Sanusi,Kaduna South,Kaduna,14080.8,13878.5,2605.5,24590.7,2828.9
ENSENU02,China Town,Enugu North,Enugu,10317.9,14248.1,1503.9,13938.4,1120.1
KD1012,Television,Kaduna South,Kaduna,14732.4,25599.9,4154.9,20852.1,4133.1
KD2310,Tudun Wada,Zaria,Kaduna,19923.8,22140.7,3841.9,30505.5,4399.0
KD1004,Kakuri Hausa,Kaduna South,Kaduna,17364.6,28740.9,4664.6,20099.6,4636.6
ENSENU07,Ogui New Layout,Enugu North,Enugu,9942.3,5207.5,565.5,10616.1,1275.8
KD1006,Sabon Gari North,Kaduna South,Kaduna,13715.2,9125.0,1836.8,24943.6,2798.2
KD0904,Kabala,Kaduna North,Kaduna,48296.3,60680.2,9691.2,53476.0,11162.1
KD1002,Barnawa,Kaduna South,Kaduna,55732.5,87776.1,14221.4,61535.2,15794.3
KD1010,Tudun Wada South,Kaduna South,Kaduna,26988.7,34859.2,5976.7,45514.3,8690.3
KD1008,Tudun Nupawa,Kaduna South,Kaduna,12368.7,20796.5,3384.7,18698.3,4438.5
ENSENU08,Asata,Enugu North,Enugu,11903.7,15597.0,1646.3,17745.5,1316.0
KD0901,Badarawa,Kaduna North,Kaduna,46352.2,57424.5,9311.8,64150.8,10882.9
KD1005,Makera,Kaduna South,Kaduna,30676.3,46156.5,7491.2,30165.1,9179.3
KD1007,Sabon Gari South,Kaduna South,Kaduna,8667.9,5552.2,1118.6,15761.4,1858.2
EBSAKL08,Azuiyiokwu,Abakaliki,Ebonyi,3117.3,1396.9,238.4,4606.2,522.0
KWSLRN04,Baboko,Ilorin West,Kwara,7368.1,8311.8,1256.3,12224.7,1726.8
KWSFFA01,Balogun,Offa,Kwara,1738.5,1273.2,243.8,3277.3,325.1
KWSFFA06,Ojomo Central A,Offa,Kwara,2340.5,1612.1,308.7,4697.3,437.8
KD0905,Kawo,Kaduna North,Kaduna,31364.5,38346.6,6122.0,41641.8,7882.6
KD1001,Badiko,Kaduna South,Kaduna,19754.9,21160.0,3947.0,38828.0,3921.6
KD1003,Kakuri Gwari,Kaduna South,Kaduna,24008.0,39134.1,6351.4,17739.5,4593.7
KWSFFA10,Shawo Central,Offa,Kwara,2112.0,1368.8,262.1,3919.4,395.0
KWSFUF11,Oka-Ogun,Ilorin South,Kwara,4218.3,4511.7,682.0,6797.0,1057.8
ENSNSK09,Owerre Umuoyo,Nsukka,Enugu,25578.4,21736.9,2439.2,35952.2,3013.2
KD2312,Unguwar Juma,Zaria,Kaduna,9278.9,16236.8,3043.9,15233.7,3447.7
KD2309,Tukur Tukur,Zaria,Kaduna,43208.0,57185.3,10323.0,59590.5,9742.8
ENSENU04,New Haven East / West,Enugu North,Enugu,22668.0,36561.6,3859.2,30578.9,2488.7
KD2307,Kwarbai B,Zaria,Kaduna,23804.5,39240.0,7309.2,38222.9,8076.0
KD2308,Limancin Kona,Zaria,Kaduna,9661.2,17083.4,3202.6,16817.5,3724.8
ENSENU05,Ogui Township,Enugu North,Enugu,8458.2,12674.3,1337.8,12355.3,951.4
KD2306,Kwarbai A,Zaria,Kaduna,42327.7,65952.5,12296.6,57863.9,12625.8
KD2304,Kaura,Zaria,Kaduna,18370.8,31033.2,5817.8,28479.0,5975.8
ENSENU09,Gra East / West /  G.R.A,Enugu North,Enugu,33156.3,41648.4,4400.9,40361.1,3500.3
ENSENU10,Umunevo / Afia Nine,Enugu North,Enugu,17411.2,21073.0,2233.5,21938.5,1910.4
ENSENU11,Onu Asata,Enugu North,Enugu,5862.1,6238.8,658.5,9889.3,718.8
KWSLRN03,Alanamu,Ilorin West,Kwara,7627.4,6993.5,1139.4,19362.5,1719.6
ENSNSK11,Ihe,Nsukka,Enugu,40419.2,42396.1,4757.4,54063.8,4598.4
KWSLRN02,Ajikobi,Ilorin West,Kwara,10836.9,11040.8,1695.4,20271.6,2601.3
KWSLRN07,Ogidi,Ilorin West,Kwara,8704.1,10514.7,1589.3,13043.9,1580.3
KWSLRN05,Badari,Ilorin West,Kwara,5670.5,6396.6,966.9,8802.7,1309.7
KWSLRN08,Oju-Ekun,Ilorin West,Kwara,10812.8,11612.3,1755.2,17705.7,2532.7
IMSTTK10,Umulogho,Obowo,Imo,17746.2,17726.2,2163.9,14932.0,2184.1
KWSKEY07,Ibagun,Ilorin East,Kwara,57430.3,67003.4,10280.2,76930.4,9692.2
EKSADO02,Basiri,Ado-Ekiti,Ekiti,39149.0,43985.5,4793.3,73541.9,4242.1
EKSADO08,Odo Ado,Ado-Ekiti,Ekiti,30039.3,33587.0,3344.2,43889.2,3020.9
EKSADO12,Opopogboro,Ado-Ekiti,Ekiti,59976.4,75688.5,8402.0,135459.7,6604.7
EKSADO03,Ekute,Ado-Ekiti,Ekiti,43969.0,43853.5,4366.5,70383.2,5067.9
IMSRLU11,Okwuabala,Orlu,Imo,8396.1,7161.1,825.8,13919.4,933.9
EKSADO10,Okesa,Ado-Ekiti,Ekiti,45840.7,53210.1,5314.4,72193.0,4623.1
ENSENU13,Independence Layout,Enugu North,Enugu,16325.3,16664.9,1759.1,20321.8,1728.2
ENSBBG10,Ezema,Igbo-Eze-South,Enugu,18844.2,23196.4,2864.8,24316.5,2435.2
DTSSAP05,Ayomanor,Sapele,Delta,15253.0,16112.4,2219.3,19375.9,2432.1
DTSSAP07,Etamua,Sapele,Delta,20036.1,21593.8,2938.6,31379.0,3325.2
ABSSSM02,Amaitolu,Osisioma Ngwa,Abia,54920.0,62604.8,7272.7,54092.3,7068.6
ABSABA01,Aba River,Aba South,Abia,10112.0,27453.1,2927.8,15432.7,2794.8
IMSRLU15,Umuna,Orlu,Imo,28979.0,27354.5,3129.3,38114.3,3190.3
IMSMGD13,Etiti / Abia,Oru East,Imo,11117.3,9295.2,1102.9,14606.8,1275.2
ANSNEN19,Obeledu,Anaocha,Anambra,15808.0,14559.7,1658.6,12159.2,1788.8
IMSNGB10,Ohakpu,Oru West,Imo,9286.0,9491.8,1100.9,9245.1,1044.5
IMSNGB03,Eleh,Oru West,Imo,10887.6,10465.7,1243.1,15222.7,1250.0
IMSURU18,Umuzeaga,Ideato North,Imo,11852.7,16467.4,1877.9,16539.1,1324.3
ABSSSM06,Amavo Etiti,Osisioma Ngwa,Abia,4197.3,4257.6,548.5,3665.3,526.0
ABSNGK09,Mgboko Amiri,Obi Nwga,Abia,22201.2,20976.3,2519.5,31043.5,2581.8
IMSRLU08,Obibi / Ogberuru,Orlu,Imo,18242.7,18054.7,2124.0,34604.3,2072.9
IMSAFR14,Oru / Lude,Ahiazu-Mbaise,Imo,13416.4,4257.0,511.7,15608.2,1611.9
ANSAGU14,Nkpologwu,Aguata,Anambra,16667.6,26026.1,2882.1,16966.1,1804.1
IMSUML08,Ogbor,Isiala Mbano,Imo,14806.5,17645.2,2114.9,13796.9,1716.4
ABSMBA04,Amaise Ahaba,Isiala-Ngwa South,Abia,16288.2,10634.2,1281.3,14948.9,1901.5
IMSAFR16,Umunumo / Umuchieze,Ahiazu-Mbaise,Imo,15687.6,24507.6,2945.7,18427.7,1823.6
ANSNEN12,Akwaeze,Anaocha,Anambra,38217.3,47720.0,5420.1,36605.4,4313.2
IMSURU13,Ozuakoli,Ideato North,Imo,30280.0,31400.6,3745.1,31805.2,3492.2
ANSHAL03,Amorka,Ihiala,Anambra,17707.6,14132.7,1596.4,16771.7,1971.6
ABSEZA13,Umuola,Aba North,Abia,8844.3,10204.3,1186.8,11935.8,1499.1
IMSAFR06,Obodo-Ahiara / Ihennworie,Ahiazu-Mbaise,Imo,26051.1,18045.0,2170.8,27285.2,2933.4
IMSTTK01,Achara,Obowo,Imo,14922.3,15909.0,1962.9,13428.9,1805.2
ANSHAL01,Amawu Ward A Ihiala,Ihiala,Anambra,28990.9,33221.6,3669.0,31883.8,3254.1
ANSJJT08,Nnokwa,Idemili South,Anambra,20965.6,22357.2,2530.8,21498.9,2334.6
ABSKKE15,Asa North / Umuiku Isi Asa,Ukwa West,Abia,13334.4,9190.0,1104.4,7549.0,1637.4
ABSKPU09,Eziama Ntigha,Isiala-Ngwa North,Abia,26567.9,34301.8,3764.6,23601.8,2871.4
ABSUMA07,Ibeku West,Umuahia North,Abia,15629.7,16155.8,1791.7,28733.3,1681.0
ANSNSH10,Ugbolieke / Inland Town 4,Onitsha North,Anambra,2358.4,995.0,112.3,4515.1,256.7
IMSETU08,Itu,Ezinihitte,Imo,9852.3,10310.3,1168.9,6571.2,1096.0
ABSMBA13,Okporo Ahaba,Isiala-Ngwa South,Abia,10843.2,12280.7,1509.5,12341.2,1295.6
IMSRLU02,Amaifeke Ofeahia,Orlu,Imo,18929.6,19030.3,2188.6,40200.9,2099.2
ABSABA05,Elu Ohazu,Aba South,Abia,43410.6,77091.2,8211.1,29480.7,9290.3
ABSSSM11,Mbutu Umuojima,Osisioma Ngwa,Abia,14353.0,19058.9,2499.8,22210.1,1831.4
NISMNA10,T / Wada N,Chanchaga,Niger,23700.9,19326.5,3644.0,46383.3,4486.2
IMSUML02,Amauzari,Isiala Mbano,Imo,35009.4,43116.9,5409.7,24056.2,5097.9
IMSAWD01,Amanachi,Orsu,Imo,5300.8,5000.4,592.1,10072.9,606.7
IMSNWA13,Orodo B,Mbatoli,Imo,22755.0,21178.7,2534.2,24521.9,2632.5
ABSSSM13,Okpu-Umuobo,Osisioma Ngwa,Abia,9652.8,5616.5,727.0,11288.2,1210.6
IMSURU14,Ozuomee,Ideato North,Imo,8002.4,8830.4,1046.3,10850.1,917.0
ABSMBA17,Ovuokwu,Isiala-Ngwa South,Abia,36779.8,36342.9,4367.6,39504.8,4260.0
ABSMBA02,Alaukwu,Isiala-Ngwa South,Abia,8687.9,9535.3,1148.9,9596.3,1013.8
IMSRRT03,Awaka Ihitte,Owerri North,Imo,15394.1,15558.4,1775.8,21045.4,1710.4
ANSHAL09,Lilu,Ihiala,Anambra,26307.2,23239.8,2693.9,39794.5,2961.4
ABSSSM15,Otu-Obi,Osisioma Ngwa,Abia,3424.2,3377.4,443.0,3406.4,436.7
IMSABB15,Umunneato,Aboh-Mbaise,Imo,11190.8,9737.4,1128.5,8071.4,1257.8
ABSUMA01,Afaraukwu,Umuahia North,Abia,15986.4,23682.9,2626.5,25726.0,1714.6
ANSAGU04,Akpo,Aguata,Anambra,16601.3,3238.3,358.4,20904.1,1781.8
ABSSSM17,Uratta,Osisioma Ngwa,Abia,41676.5,44633.9,5853.2,50204.3,5319.7
IMSUML15,Umunkwo,Isiala Mbano,Imo,22331.5,25562.2,3065.3,21018.9,2619.6
ABSAPR05,Ezeleke,Umuahia South,Abia,9680.9,6944.0,770.1,12990.5,1046.4
IMSNSA11,Okwudor / Achara,Njaba,Imo,14385.1,15398.7,1791.4,12529.5,1679.0
IMSRRT02,Amakohia / Akwakuma,Owerri North,Imo,15859.5,19446.8,2254.8,43214.3,1840.5
OSSOSO09,Gbonmi,Osogbo,Osun,17341.7,17340.5,2180.2,23997.2,2676.8
IMSURU16,Umukegwu / Umuopia,Ideato North,Imo,19826.8,35732.2,4173.0,22753.1,2294.5
IMSNWA07,Ihitte,Mbatoli,Imo,26678.1,21934.2,2619.5,33254.1,3121.8
ANSUKP06,Ebenator,Nnewi South,Anambra,10917.4,7445.8,780.6,8319.0,1114.0
IMSUMD15,Umundugba / Ezisu,Isu,Imo,24659.4,36775.3,4653.6,17983.1,4490.0
IMSAWD11,Okwufuruaku,Orsu,Imo,7551.8,7879.6,933.0,15239.4,864.3
ANSUKP20,Utuh,Nnewi South,Anambra,37948.3,23384.2,2480.6,29903.2,3934.7
ABSEZA01,Ariaria,Aba North,Abia,22085.2,26699.4,3239.5,31779.0,3426.7
IMSURU09,Obodoukwu,Ideato North,Imo,13987.3,14256.2,1687.8,15387.6,1600.7
ABSAPR01,Ahiaukwu A / Amangwu,Umuahia South,Abia,26158.5,32759.4,3569.6,42690.1,2867.4
ABSABA10,Igwebuike,Aba South,Abia,17344.0,42038.4,4477.5,19377.3,3815.7
IMSMGD04,Amagu,Oru East,Imo,4344.4,5004.2,589.6,7066.4,495.3
ABSGWB11,Owerri Aba / Ward Four,Ugwunagbo,Abia,24616.9,29658.1,3461.2,23360.0,2924.7
ABSKPU04,Ahiabaubi / Umuchima,Isiala-Ngwa North,Abia,13396.9,3223.6,371.8,10404.8,1495.1
NISMNA11,T / Wada S,Chanchaga,Niger,57241.8,54466.4,9421.0,76635.7,11506.7
ABSUMA12,Nkwoegwu,Umuahia North,Abia,10129.6,5216.1,578.5,13207.7,1092.1
